Measure Names,Race,Sex,Year,Average Life Expectancy,Mortality
Mortality,White,Female,1927,,1800.4
Mortality,White,Female,1928,,1920.2
Mortality,White,Female,1929,,1869.9
Mortality,White,Female,1930,,1726.6
Mortality,White,Female,1931,,1681.8
Mortality,White,Female,1932,,1707.3
Mortality,White,Female,1933,,1649.4
Mortality,White,Female,1934,,1668.1
Mortality,White,Female,1935,,1642.0
Mortality,White,Female,1936,,1727.4
Mortality,White,Female,1937,,1644.3
Mortality,White,Female,1938,,1549.4
Mortality,White,Female,1939,,1556.8
Mortality,White,Female,1940,,1550.4
Mortality,White,Female,1941,,1453.2
Mortality,White,Female,1942,,1403.6
Mortality,White,Female,1943,,1469.1
Mortality,White,Female,1944,,1391.1
Mortality,White,Female,1945,,1344.7
Mortality,White,Female,1946,,1315.2
Mortality,White,Female,1947,,1301.6
Mortality,White,Female,1948,,1263.7
Mortality,White,Female,1949,,1217.3
Mortality,White,Female,1950,,1198.0
Mortality,White,Female,1951,,1179.1
Mortality,White,Female,1952,,1153.3
Mortality,White,Female,1953,,1141.0
Mortality,White,Female,1954,,1081.8
Mortality,White,Female,1955,,1095.4
Mortality,White,Female,1956,,1089.9
Mortality,White,Female,1957,,1104.1
Mortality,White,Female,1958,,1090.8
Mortality,White,Female,1959,,1065.3
Mortality,White,Female,1960,,1074.4
Mortality,White,Female,1961,,1038.8
Mortality,White,Female,1962,,1052.6
Mortality,White,Female,1963,,1062.6
Mortality,White,Female,1964,,1030.9
Mortality,White,Female,1965,,1026.7
Mortality,White,Female,1966,,1024.7
Mortality,White,Female,1967,,992.9
Mortality,White,Female,1968,,1012.2
Mortality,White,Female,1969,,984.2
Mortality,White,Female,1970,,944.0
Mortality,White,Female,1971,,933.4
Mortality,White,Female,1972,,932.9
Mortality,White,Female,1973,,921.4
Mortality,White,Female,1974,,884.2
Mortality,White,Female,1975,,834.1
Mortality,White,Female,1976,,828.9
Mortality,White,Female,1977,,799.7
Mortality,White,Female,1978,,796.6
Mortality,White,Female,1979,,770.1
Mortality,White,Female,1980,,796.0
Mortality,White,Female,1981,,773.6
Mortality,White,Female,1982,,758.6
Mortality,White,Female,1983,,764.1
Mortality,White,Female,1984,,760.5
Mortality,White,Female,1985,,764.2
Mortality,White,Female,1986,,758.0
Mortality,White,Female,1987,,753.2
Mortality,White,Female,1988,,758.7
Mortality,White,Female,1989,,738.3
Mortality,White,Female,1990,,728.3
Mortality,White,Female,1991,,715.9
Mortality,White,Female,1992,,703.9
Mortality,White,Female,1993,,723.9
Mortality,White,Female,1994,,717.3
Mortality,White,Female,1995,,718.4
Mortality,White,Female,1996,,713.3
Mortality,White,Female,1997,,707.5
Mortality,White,Female,1998,,706.9
Mortality,White,Female,1999,,716.6
Mortality,White,Female,2000,,715.3
Mortality,White,Female,2001,,710.4
Mortality,White,Female,2002,,709.3
Mortality,White,Female,2003,,701.6
Mortality,White,Female,2004,,677.7
Mortality,White,Female,2005,,680.9
Mortality,White,Female,2006,,662.3
Mortality,White,Female,2007,,649.4
Mortality,White,Female,2008,,653.7
Mortality,White,Female,2009,,631.3
Mortality,White,Female,2010,,630.8
Mortality,White,Female,2011,,630.3
Mortality,White,Female,2012,,623.8
Mortality,White,Female,2013,,623.6
Mortality,White,Male,1900,,2613.2
Mortality,White,Male,1901,,2582.3
Mortality,White,Male,1902,,2430.1
Mortality,White,Male,1903,,2494.2
Mortality,White,Male,1904,,2630.5
Mortality,White,Male,1905,,2544.7
Mortality,White,Male,1906,,2529.3
Mortality,White,Male,1907,,2637.0
Mortality,White,Male,1908,,2412.3
Mortality,White,Male,1909,,2363.8
Mortality,White,Male,1910,,2441.9
Mortality,White,Male,1911,,2350.3
Mortality,White,Male,1912,,2327.5
Mortality,White,Male,1913,,2322.1
Mortality,White,Male,1914,,2254.1
Mortality,White,Male,1915,,2267.8
Mortality,White,Male,1916,,2365.6
Mortality,White,Male,1917,,2375.9
Mortality,White,Male,1918,,2680.7
Mortality,White,Male,1919,,2096.0
Mortality,White,Male,1920,,2166.6
Mortality,White,Male,1921,,1986.2
Mortality,White,Male,1922,,2088.2
Mortality,White,Male,1923,,2174.2
Mortality,White,Male,1924,,2073.7
Mortality,White,Male,1925,,2104.4
Mortality,White,Male,1926,,2190.6
Mortality,White,Male,1927,,2048.6
Mortality,White,Male,1928,,2182.8
Mortality,White,Male,1929,,2141.2
Mortality,White,Male,1930,,2013.8
Mortality,White,Male,1931,,1983.6
Mortality,White,Male,1932,,1982.9
Mortality,White,Male,1933,,1952.2
Mortality,White,Male,1934,,2000.7
Mortality,White,Male,1935,,1979.3
Mortality,White,Male,1936,,2087.0
Mortality,White,Male,1937,,2016.5
Mortality,White,Male,1938,,1882.7
Mortality,White,Male,1939,,1894.4
Mortality,White,Male,1940,,1925.2
Mortality,White,Male,1941,,1844.1
Mortality,White,Male,1942,,1793.7
Mortality,White,Male,1943,,1872.9
Mortality,White,Male,1944,,1788.0
Mortality,White,Male,1945,,1761.6
Mortality,White,Male,1946,,1706.1
Mortality,White,Male,1947,,1718.6
Mortality,White,Male,1948,,1691.2
Mortality,White,Male,1949,,1647.8
Mortality,White,Male,1950,,1642.5
Mortality,White,Male,1951,,1621.7
Mortality,White,Male,1952,,1588.5
Mortality,White,Male,1953,,1589.0
Mortality,White,Male,1954,,1516.3
Mortality,White,Male,1955,,1544.7
Mortality,White,Male,1956,,1554.4
Mortality,White,Male,1957,,1581.7
Mortality,White,Male,1958,,1573.1
Mortality,White,Male,1959,,1552.1
Mortality,White,Male,1960,,1586.0
Mortality,White,Male,1961,,1547.3
Mortality,White,Male,1962,,1579.1
Mortality,White,Male,1963,,1614.7
Mortality,White,Male,1964,,1572.0
Mortality,White,Male,1965,,1589.9
Mortality,White,Male,1966,,1595.7
Mortality,White,Male,1967,,1566.9
Mortality,White,Male,1968,,1602.7
Mortality,White,Male,1969,,1570.4
Mortality,White,Male,1970,,1513.7
Mortality,White,Male,1971,,1514.4
Mortality,White,Male,1972,,1520.2
Mortality,White,Male,1973,,1507.2
Mortality,White,Male,1974,,1450.8
Mortality,White,Male,1975,,1391.1
Mortality,White,Male,1976,,1379.5
Mortality,White,Male,1977,,1343.5
Mortality,White,Male,1978,,1332.5
Mortality,White,Male,1979,,1289.5
Mortality,White,Male,1980,,1317.4
Mortality,White,Male,1981,,1282.4
Mortality,White,Male,1982,,1255.9
Mortality,White,Male,1983,,1259.8
Mortality,White,Male,1984,,1245.5
Mortality,White,Male,1985,,1249.5
Mortality,White,Male,1986,,1230.5
Mortality,White,Male,1987,,1213.1
Mortality,White,Male,1988,,1215.5
Mortality,White,Male,1989,,1176.0
Mortality,White,Male,1990,,1165.3
Mortality,White,Male,1991,,1142.8
Mortality,White,Male,1992,,1122.2
Mortality,White,Male,1993,,1138.7
Mortality,White,Male,1994,,1118.4
Mortality,White,Male,1995,,1107.2
Mortality,White,Male,1996,,1082.5
Mortality,White,Male,1997,,1058.7
Mortality,White,Male,1998,,1041.6
Mortality,White,Male,1999,,1040.1
Mortality,White,Male,2000,,1029.4
Mortality,White,Male,2001,,1012.1
Mortality,White,Male,2002,,1009.0
Mortality,White,Male,2003,,988.8
Mortality,White,Male,2004,,953.2
Mortality,White,Male,2005,,952.9
Mortality,White,Male,2006,,925.8
Mortality,White,Male,2007,,907.1
Mortality,White,Male,2008,,907.1
Mortality,White,Male,2009,,880.5
Mortality,White,Male,2010,,878.5
Mortality,White,Male,2011,,870.2
Mortality,White,Male,2012,,860.0
Mortality,White,Male,2013,,859.2
